postition	term
339519	Gompert
339667	Gompert
339729	Gompert
339846	Gompert
340266	Gompert
340354	Gompert
340575	Gompert
340606	Gompert
340648	Gompert
340905	Gompert
341005	Gompert
341031	Gompert
341125	Gompert
341364	Gompert
341413	Gompert
341701	Gompert
341772	Gompert
348721	Gompert
348763	Gompert
348800	Gompert
348907	Gompert
349005	Gompert
349069	Gompert
349208	Gompert
349280	Gompert
349424	Gompert
349457	Gompert
349528	Gompert
349579	Gompert
349624	Gompert
359855	Gompert
367732	Gompert
403010	Gompert
403051	Gompert
516237	Gompert
41289	Marathe
41455	Marathe
41460	Marathe
41620	Marathe
41720	Marathe
41775	Marathe
41824	Marathe
41868	Marathe
41984	Marathe
42045	Marathe
42093	Marathe
42167	Marathe
42222	Marathe
42275	Marathe
42300	Marathe
42415	Marathe
42691	Marathe
42778	Marathe
42779	Marathe
42843	Marathe
42937	Marathe
42992	Marathe
43288	Marathe
43370	Marathe
43543	Marathe
43953	Marathe
43979	Marathe
44061	Marathe
44072	Marathe
44319	Marathe
44434	Marathe
44478	Marathe
44481	Marathe
44540	Marathe
44619	Marathe
45533	Marathe
45547	Marathe
49074	Marathe
49123	Marathe
49158	Marathe
49242	Marathe
49324	Marathe
49437	Marathe
49442	Marathe
49486	Marathe
49576	Marathe
49648	Marathe
49696	Marathe
49815	Marathe
49838	Marathe
49936	Marathe
50099	Marathe
50161	Marathe
50181	Marathe
50220	Marathe
50270	Marathe
50307	Marathe
50524	Marathe
50603	Marathe
50604	Marathe
50653	Marathe
50665	Marathe
50707	Marathe
50775	Marathe
50851	Marathe
50875	Marathe
50958	Marathe
59424	Marathe
59627	Marathe
59673	Marathe
59740	Marathe
59799	Marathe
59884	Marathe
59961	Marathe
59970	Marathe
60001	Marathe
154568	Marathe
154622	Marathe
154748	Marathe
154773	Marathe
154778	Marathe
155019	Marathe
155022	Marathe
155125	Marathe
155190	Marathe
155314	Marathe
155773	Marathe
155996	Marathe
156127	Marathe
156138	Marathe
156249	Marathe
156313	Marathe
156430	Marathe
184172	Marathe
184208	Marathe
184254	Marathe
184264	Marathe
184340	Marathe
203729	Marathe
203795	Marathe
203837	Marathe
203883	Marathe
203941	Marathe
203987	Marathe
204057	Marathe
204080	Marathe
204104	Marathe
204163	Marathe
204363	Marathe
204372	Marathe
204479	Marathe
204590	Marathe
204743	Marathe
204836	Marathe
205092	Marathe
205217	Marathe
205252	Marathe
205266	Marathe
205311	Marathe
205423	Marathe
205564	Marathe
205609	Marathe
205685	Marathe
205774	Marathe
205967	Marathe
205976	Marathe
206010	Marathe
206034	Marathe
206073	Marathe
206337	Marathe
206389	Marathe
206566	Marathe
206758	Marathe
206763	Marathe
206811	Marathe
206971	Marathe
207060	Marathe
207176	Marathe
207288	Marathe
207382	Marathe
207478	Marathe
207485	Marathe
207640	Marathe
207860	Marathe
207956	Marathe
208023	Marathe
208083	Marathe
208104	Marathe
208109	Marathe
208118	Marathe
208150	Marathe
208332	Marathe
208747	Marathe
208856	Marathe
209010	Marathe
209062	Marathe
209080	Marathe
209163	Marathe
209275	Marathe
209283	Marathe
209295	Marathe
209388	Marathe
209441	Marathe
229695	Marathe
229766	Marathe
229796	Marathe
229856	Marathe
229894	Marathe
229968	Marathe
230012	Marathe
230155	Marathe
230185	Marathe
230339	Marathe
230359	Marathe
230531	Marathe
230545	Marathe
230934	Marathe
230949	Marathe
231054	Marathe
231162	Marathe
231274	Marathe
231311	Marathe
231384	Marathe
231522	Marathe
231647	Marathe
239065	Marathe
239096	Marathe
239170	Marathe
239222	Marathe
239247	Marathe
239365	Marathe
239368	Marathe
239407	Marathe
239421	Marathe
239711	Marathe
239847	Marathe
248432	Marathe
248465	Marathe
248625	Marathe
248719	Marathe
258618	Marathe
258634	Marathe
258637	Marathe
258673	Marathe
258696	Marathe
258739	Marathe
258870	Marathe
258897	Marathe
258937	Marathe
258962	Marathe
258968	Marathe
258971	Marathe
258980	Marathe
258995	Marathe
259010	Marathe
259039	Marathe
259043	Marathe
259072	Marathe
259089	Marathe
259106	Marathe
259155	Marathe
259220	Marathe
259226	Marathe
259310	Marathe
259416	Marathe
259466	Marathe
259488	Marathe
259554	Marathe
259582	Marathe
259588	Marathe
259709	Marathe
313499	Marathe
313557	Marathe
313641	Marathe
313676	Marathe
313711	Marathe
313785	Marathe
313892	Marathe
314128	Marathe
314175	Marathe
314219	Marathe
314231	Marathe
314344	Marathe
314460	Marathe
314493	Marathe
314581	Marathe
314682	Marathe
314701	Marathe
314752	Marathe
314802	Marathe
314885	Marathe
314938	Marathe
314985	Marathe
315249	Marathe
315255	Marathe
315324	Marathe
315347	Marathe
315605	Marathe
315639	Marathe
315683	Marathe
315735	Marathe
315930	Marathe
315951	Marathe
316304	Marathe
316475	Marathe
316517	Marathe
316518	Marathe
316694	Marathe
317017	Marathe
317134	Marathe
317250	Marathe
317285	Marathe
317332	Marathe
317357	Marathe
317465	Marathe
317487	Marathe
329734	Marathe
352933	Marathe
353225	Marathe
353252	Marathe
354234	Marathe
354343	Marathe
354392	Marathe
354469	Marathe
354685	Marathe
354794	Marathe
354947	Marathe
355013	Marathe
356850	Marathe
356930	Marathe
357037	Marathe
357107	Marathe
357273	Marathe
357329	Marathe
357332	Marathe
357379	Marathe
357401	Marathe
357453	Marathe
357519	Marathe
357749	Marathe
357883	Marathe
357902	Marathe
357944	Marathe
357978	Marathe
358018	Marathe
358034	Marathe
358038	Marathe
358049	Marathe
358156	Marathe
358226	Marathe
358263	Marathe
358274	Marathe
358345	Marathe
358396	Marathe
358461	Marathe
358494	Marathe
358521	Marathe
358612	Marathe
358712	Marathe
358904	Marathe
358973	Marathe
358976	Marathe
359002	Marathe
359397	Marathe
359422	Marathe
359479	Marathe
359514	Marathe
365611	Marathe
365637	Marathe
365669	Marathe
365735	Marathe
365810	Marathe
365834	Marathe
365902	Marathe
366027	Marathe
366048	Marathe
366193	Marathe
366253	Marathe
366337	Marathe
366419	Marathe
366485	Marathe
366579	Marathe
366654	Marathe
366732	Marathe
366838	Marathe
366876	Marathe
366908	Marathe
366932	Marathe
367015	Marathe
367075	Marathe
367223	Marathe
367282	Marathe
367312	Marathe
367332	Marathe
367398	Marathe
367538	Marathe
367557	Marathe
367805	Marathe
367851	Marathe
367906	Marathe
368220	Marathe
368265	Marathe
368276	Marathe
368349	Marathe
368368	Marathe
368424	Marathe
368497	Marathe
368648	Marathe
368660	Marathe
368682	Marathe
368947	Marathe
368992	Marathe
369064	Marathe
369150	Marathe
414471	Marathe
414492	Marathe
414526	Marathe
414725	Marathe
414733	Marathe
414809	Marathe
414837	Marathe
415105	Marathe
490159	Marathe
490163	Marathe
490179	Marathe
490209	Marathe
490212	Marathe
490220	Marathe
490236	Marathe
490259	Marathe
522011	Marathe
522410	Marathe
526868	Marathe
528162	Marathe
528424	Marathe
528445	Marathe
528451	Marathe
528474	Marathe
528479	Marathe
528547	Marathe
41667	Steeply
41792	Steeply
41883	Steeply
42059	Steeply
42065	Steeply
42175	Steeply
42193	Steeply
42244	Steeply
42450	Steeply
42487	Steeply
42545	Steeply
42636	Steeply
42759	Steeply
42816	Steeply
43019	Steeply
43107	Steeply
43164	Steeply
43182	Steeply
43266	Steeply
43295	Steeply
43502	Steeply
43552	Steeply
43589	Steeply
43922	Steeply
43957	Steeply
44039	Steeply
44120	Steeply
44138	Steeply
44205	Steeply
44314	Steeply
44378	Steeply
44557	Steeply
44632	Steeply
45565	Steeply
49103	Steeply
49134	Steeply
49165	Steeply
49238	Steeply
49255	Steeply
49287	Steeply
49338	Steeply
49426	Steeply
49515	Steeply
49586	Steeply
49643	Steeply
49664	Steeply
49698	Steeply
49762	Steeply
49880	Steeply
49927	Steeply
50089	Steeply
50141	Steeply
50154	Steeply
50165	Steeply
50176	Steeply
50241	Steeply
50242	Steeply
50576	Steeply
50704	Steeply
50713	Steeply
50943	Steeply
59403	Steeply
59438	Steeply
59507	Steeply
59605	Steeply
59688	Steeply
59728	Steeply
59743	Steeply
59808	Steeply
59896	Steeply
60005	Steeply
154590	Steeply
154766	Steeply
154863	Steeply
154985	Steeply
155067	Steeply
155777	Steeply
155868	Steeply
156119	Steeply
156200	Steeply
156280	Steeply
156287	Steeply
156325	Steeply
184153	Steeply
184277	Steeply
184292	Steeply
184300	Steeply
184371	Steeply
203751	Steeply
203865	Steeply
203913	Steeply
203980	Steeply
204052	Steeply
204098	Steeply
204121	Steeply
204123	Steeply
204320	Steeply
204382	Steeply
204428	Steeply
204454	Steeply
204500	Steeply
204558	Steeply
204636	Steeply
204683	Steeply
204795	Steeply
204968	Steeply
205067	Steeply
205098	Steeply
205133	Steeply
205174	Steeply
205275	Steeply
205316	Steeply
205360	Steeply
205475	Steeply
205534	Steeply
205594	Steeply
205634	Steeply
205694	Steeply
205705	Steeply
205935	Steeply
205954	Steeply
206027	Steeply
206040	Steeply
206094	Steeply
206161	Steeply
206311	Steeply
206354	Steeply
206360	Steeply
206477	Steeply
206666	Steeply
206748	Steeply
206847	Steeply
206949	Steeply
207047	Steeply
207212	Steeply
207297	Steeply
207412	Steeply
207476	Steeply
207501	Steeply
207852	Steeply
207889	Steeply
208111	Steeply
208191	Steeply
208300	Steeply
208381	Steeply
208533	Steeply
208585	Steeply
208634	Steeply
208764	Steeply
208796	Steeply
208889	Steeply
208998	Steeply
209030	Steeply
209122	Steeply
209236	Steeply
209382	Steeply
229658	Steeply
229687	Steeply
229701	Steeply
229778	Steeply
229870	Steeply
230005	Steeply
230265	Steeply
230397	Steeply
230584	Steeply
230751	Steeply
230940	Steeply
230994	Steeply
231064	Steeply
231074	Steeply
231150	Steeply
231202	Steeply
231294	Steeply
231440	Steeply
231504	Steeply
231654	Steeply
239027	Steeply
239044	Steeply
239129	Steeply
239191	Steeply
239460	Steeply
239553	Steeply
239617	Steeply
239713	Steeply
239809	Steeply
248027	Steeply
248382	Steeply
248401	Steeply
248510	Steeply
248599	Steeply
258481	Steeply
258872	Steeply
258883	Steeply
258921	Steeply
258932	Steeply
258940	Steeply
258965	Steeply
259056	Steeply
259080	Steeply
259107	Steeply
259193	Steeply
259229	Steeply
259278	Steeply
259307	Steeply
259469	Steeply
259493	Steeply
259570	Steeply
259604	Steeply
259626	Steeply
276572	Steeply
280581	Steeply
313444	Steeply
313446	Steeply
313501	Steeply
313515	Steeply
313559	Steeply
313721	Steeply
313924	Steeply
313945	Steeply
314151	Steeply
314172	Steeply
314237	Steeply
314455	Steeply
314615	Steeply
314926	Steeply
314957	Steeply
314992	Steeply
315281	Steeply
315345	Steeply
315399	Steeply
315558	Steeply
315596	Steeply
315943	Steeply
315961	Steeply
316069	Steeply
316173	Steeply
316328	Steeply
316336	Steeply
316397	Steeply
316482	Steeply
316527	Steeply
316605	Steeply
316681	Steeply
317023	Steeply
317105	Steeply
317144	Steeply
317313	Steeply
317355	Steeply
317382	Steeply
317482	Steeply
317530	Steeply
319446	Steeply
319692	Steeply
319753	Steeply
320616	Steeply
321573	Steeply
321597	Steeply
321778	Steeply
321881	Steeply
321945	Steeply
322005	Steeply
322341	Steeply
322389	Steeply
322724	Steeply
322994	Steeply
323207	Steeply
324867	Steeply
325068	Steeply
328539	Steeply
329158	Steeply
329362	Steeply
329394	Steeply
329442	Steeply
329534	Steeply
329641	Steeply
329676	Steeply
330077	Steeply
330175	Steeply
331080	Steeply
331312	Steeply
331391	Steeply
331753	Steeply
331945	Steeply
332260	Steeply
332292	Steeply
332342	Steeply
332540	Steeply
332832	Steeply
357998	Steeply
366971	Steeply
367136	Steeply
367413	Steeply
367420	Steeply
368046	Steeply
368109	Steeply
368172	Steeply
368339	Steeply
490231	Steeply
490261	Steeply
490267	Steeply
490280	Steeply
511009	Steeply
515734	Steeply
522420	Steeply
526931	Steeply
526945	Steeply
